title,price,discountedPrice,coupon,brand,size,extraDetail,productID,modelNo,frameWidth,frameDimensions,frameColour,link
Silver Black Full Rim Clubmaster,5000,4000,₹5000,John Jacobs,Extra Wide,Frame + Lens,e16895,JJ E16895,142 mm,51-19-145,Silver Black,/john-jacobs-jj-e16895-c1-eyeglasses.html
Black Full Rim Cat Eye,6000,5000,₹6000,John Jacobs,Extra Wide,,s16884,JJ S16884,142 mm,54-18-145,Black,/john-jacobs-jj-s16884-c1-sunglasses.html
Tortoise Full Rim Rectangle,6000,5000,₹6000,John Jacobs,Wide,,s16886,JJ S16886,140 mm,52-20-145,Tortoise,/john-jacobs-jj-s16886-c2-sunglasses.html
Blue Block Phone Computer Glasses: Pink Full Rim Cat Eye Kids 8-12 yrs Hooper HP D10042L-C2,1500,600,TRYUS,Hooper Computer Glasses,8-12 yrs,,c2,HP D10042L,125 mm,47-16-130,,/hooper-hp-e10042lce-c2-eyeglasses.html
Blue Full Rim Square,1700,1200,SINGLE,Vincent Chase,Extra Wide,Frame + Lens,e16001,VC E16001,142 mm,58-15-147,,/vincent-chase-vc-e16001-c2-eyeglasses.html
Black Full Rim Round,1000,600,SINGLE,Hooper,5-8 yrs,,c1,HP S16591L,124 mm,45-18-129,,/hooper-hp-s16591l-c1-sunglasses.html
Blue Full Rim Wayfarer,5000,2000,TRYUS,John Jacobs,Extra Wide,,s13082,JJ S13082,142 mm,49-22-145,,/john-jacobs-jj-s13082-c3-sunglasses.html
Gold Full Rim Hexagonal,5000,4000,SINGLE,John Jacobs,Narrow,,s12472s,JJ S12472 S,133 mm,53-20-142,Gold,/john-jacobs-jj-s12472s-c2-sunglasses.html
Green Transparent Full Rim Rectangle,1700,1200,SINGLE,Lenskart Air,Medium,Frame + Lens,e11481,LA E11481,134 mm,52-17-145,Green Transparent,/lenskart-air-la-e11481-c4-eyeglasses.html
Silver Transparent Full Rim Rectangle,1700,1200,₹1700,Lenskart Air,Extra Narrow,Frame + Lens,e16564,LA E16564,129 mm,50-17-145,Silver Transparent,/lenskart-air-la-e16564-c1-eyeglasses.html
Blue Full Rim Cat Eye,1000,800,SINGLE,Hooper,5-8 yrs,Frame + Lens,c3,HP E10084,120 mm,45-16-125,,/hooper-hp-e10084-c3-eyeglasses.html
Black Rimless Rectangle,5000,4000,SINGLE,John Jacobs,Narrow,Frame + Lens,e14686,JJ E14686,133 mm,54-16-142,Black,/john-jacobs-jj-e14686-c3-eyeglasses.html
Orange Full Rim Wayfarer,1000,600,SINGLE,Hooper,5-8 yrs,,c3,HP S16593L,124 mm,46-17-130,,/hooper-hp-s16593l-c3-sunglasses.html
Gunmetal Black Full Rim Aviator,3500,1400,TRYUS,John Jacobs Online,Medium,Frame + Lens,e11686,JJ E11686,135 mm,53-15-145,Gunmetal Black,/john-jacobs-jj-e11686-c5-eyeglasses.html
Black Full Rim Cat Eye,5000,4000,SINGLE,John Jacobs,Medium,,s13085,JJ S13085,137 mm,55-15-140,,/john-jacobs-jj-s13085-c4-sunglasses.html
Blue Full Rim Rectangle,2000,1200,SINGLE,Hooper,5-8 yrs,Frame + Lens,16254,LK E16254,122 mm,47-14-130,,/lenskart-lk-e-16254-c1-eyeglasses.html
Gold Black Half Rim Rectangle,5000,4000,SINGLE,John Jacobs,Wide,Frame + Lens,e16355,JJ E16355,140 mm,55-18-145,Gold Black,/john-jacobs-jj-e16355-c2-eyeglasses.html
Purple Full Rim Wayfarer,1000,800,SINGLE,Hooper,5-8 yrs,Frame + Lens,c5,HP E15084M,120 mm,44-16-125,,/hooper-hp-e15084m-c5-eyeglasses.html
Blue Block Screen Glasses: Transparent Brown Full Rim Wayfarer Lenskart Blu LB E13533-C3,2000,900,TRYUS,Lenskart Blu,Wide,,rim,LB E13533,139 mm,53-17-145,Brown,/transparent-brown-full-rim-wayfarer-lenskart-blu-blu-computer-glasses-lb-e13533-c3-smartphone-pc-eyeglasses-with-blu-zero-power-lenses.html
Transparent Full Rim Rectangle,3500,2500,SINGLE,John Jacobs,Extra Narrow,Frame + Lens,e14008xs,JJ E14008XS,128 mm,48-17-140,Transparent,/john-jacobs-jj-e14008xs-c1-eyeglasses.html
Silver Full Rim Square,5000,4000,SINGLE,John Jacobs,Extra Narrow,,s12807s,JJ S12807S,128 mm,51-18-140,Silver,/john-jacobs-jj-s12807s-c4-sunglasses.html
Gunmetal Full Rim Rectangle,3500,2500,SINGLE,John Jacobs,Medium,Frame + Lens,e13552,JJ E13552,140 mm,56-16-145,,/john-jacobs-jj-e13552-c4-eyeglasses.html
Grey Transparent Full Rim Round,2000,1500,SINGLE,Vincent Chase Polarized,Medium,,s13972,VC S13972,140 mm,51-19-142,Grey Transparent,/vincent-chase-vc-s13972-c3-sunglasses.html
Black Full Rim Rectangle,2000,1500,SINGLE,Hooper,8-12 yrs,,16249,LK S16249,128 mm,49-14-124,,/lenskart-lk-s-16249-c1-sunglasses.html
Blue Full Rim Wayfarer,1000,600,SINGLE,Hooper,8-12 yrs,,c3,HP S16590M,126 mm,48-16-132,,/hooper-hp-s16590m-c3-sunglasses.html
Gold Black Half Rim Aviator,5000,4000,SINGLE,John Jacobs,Wide,Frame + Lens,rim,JJ E12743,140 mm,56-17-145,Gold Black,/golden-black-half-rim-aviator-large-size-56-john-jacobs-pro-titanium-jj-e12743-c2-eyeglasses.html
Rose Gold Full Rim Hexagonal,5000,2000,TRYUS,John Jacobs,Wide,,s12472,JJ S12472,138 mm,53-20-145,Rose Gold,/john-jacobs-jj-s12472-c6-sunglasses.html
Grey Full Rim Wayfarer,2000,1200,SINGLE,Hooper,8-12 yrs,Frame + Lens,16271,LK E16271,130 mm,48-17-130,,/lenskart-lk-e-16271-c1-eyeglasses.html
Purple Full Rim Wayfarer,1000,800,SINGLE,Hooper,5-8 yrs,Frame + Lens,c9,HP E15084L,124 mm,46-16-125,,/hooper-hp-e15084l-c9-eyeglasses.html
Yellow Transparent Full Rim Aviator,1700,1200,SINGLE,Vincent Chase,Wide,Frame + Lens,e15989,VC E15989,139 mm,53-15-144,,/vincent-chase-vc-e15989-c2-eyeglasses.html
Black Full Rim Geometric,1000,600,SINGLE,Hooper,8-12 yrs,,c2,HP S16592L,127 mm,48-16-134,,/hooper-hp-s16592l-c2-sunglasses.html
Olive Green Transparent Full Rim Cat Eye,1700,1200,SINGLE,Vincent Chase,Narrow,Frame + Lens,e16666,VC E16666,133 mm,52-17-140,Olive Green Transparent,/vincent-chase-vc-e16666-c1-eyeglasses.html
Brown Transparent Full Rim Rectangle,1700,1200,SINGLE,Lenskart Air,Wide,Frame + Lens,e16646,LA E16646,139 mm,54-16-142,Brown Transparent,/lenskart-air-la-e16646-c2-eyeglasses.html
Blue Block Phone Computer Glasses: Turquoise Full Rim Wayfarer Lenskart HUSTLR LB E14058-W C52,1700,,TRYUS,Lenskart Hustlr,Medium,,e14058,LB E14058-W,139 mm,50-20-150,,/lenskart-hustlr-lb-e14058-w-c52-eyeglasses.html
Green Full Rim Wayfarer,1500,1000,SINGLE,Vincent Chase Polarized,Wide,,s15755,VC S15755,142 mm,54-18-145,Green,/vincent-chase-vc-s15755-c2-sunglasses.html
Silver Rimless Rectangle,1700,1200,SINGLE,Vincent Chase,Medium,Frame + Lens,e16190,VC E16190,136 mm,55-17-145,Silver,/vincent-chase-vc-e16190-c1-eyeglasses.html
Brown Full Rim Round,1700,1200,SINGLE,Lenskart Air,Wide,Frame + Lens,e16239,LA E16239,139 mm,50-20-145,Brown,/lenskart-air-la-e16239-c2-eyeglasses.html
Transparent Full Rim Rectangle,1700,1200,SINGLE,Lenskart Air,Narrow,Frame + Lens,e16156,LA E16156,132 mm,52-15-140,Transparent,/lenskart-air-la-e16156-c2-eyeglasses.html
Tortoise Golden Full Rim Clubmaster,6000,5000,SINGLE,John Jacobs,Extra Wide,,s13088,JJ S13088,142 mm,51-21-140,Tortoise Golden,/john-jacobs-jj-s13088-c2-sunglasses.html
Gunmetal Full Rim Round,3000,2000,SINGLE,Lenskart Air,Medium,Frame + Lens,e14397,LA E14397,135 mm,53-18-145,Gunmetal,/lenskart-air-la-e14397-c4-eyeglasses.html
Green Transparent Full Rim Square,1700,600,TRYUS,Vincent Chase Online,Wide,Frame + Lens,e15205,VC E15205,139 mm,50-20-145,Green Transparent,/vincent-chase-vc-e15205-c7-eyeglasses.html
Gold Tortoise Full Rim Square,6000,5000,SINGLE,John Jacobs,Extra Wide,,s15454,JJ S15454,146 mm,53-19-145,,/john-jacobs-jj-s15454-c2-sunglasses.html
Black Half Rim Rectangle,5000,4000,SINGLE,John Jacobs,Wide,Frame + Lens,e16353,JJ E16353,150 mm,57-19-145,Black,/john-jacobs-jj-e16353-c1-eyeglasses.html
Brown Tortoise Full Rim Square,5000,4000,₹5000,John Jacobs,Wide,Frame + Lens,e16890,JJ E16890,140 mm,53-17-145,Brown Tortoise,/john-jacobs-jj-e16890-c2-eyeglasses.html
Gunmetal Full Rim Square,3500,2500,SINGLE,John Jacobs,Medium,Frame + Lens,e13467,JJ E13467,135 mm,55-18-140,Gunmetal,/john-jacobs-jj-e13467-c2-eyeglasses.html
Black Full Rim Wayfarer,1500,1000,SINGLE,Vincent Chase,Wide,,s14525,VC S14525,145 mm,59-15-145,Black,/vincent-chase-vc-s14525-c1-sunglasses.html
Purple Rimless Rectangle,1700,1200,SINGLE,Vincent Chase,Wide,Frame + Lens,e15835,VC E15835,140 mm,56-17-145,,/vincent-chase-vc-e15835-ccc1-eyeglasses.html
Pink Full Rim Cat Eye,1700,1200,SINGLE,Vincent Chase,Extra Wide,Frame + Lens,e15991,VC E15991,144 mm,54-18-144,Pink,/vincent-chase-vc-e15991-c1-eyeglasses.html
Maroon Full Rim Wayfarer,2000,1500,SINGLE,Hooper,8-12 yrs,,16250,LK S16250,131 mm,47-16-125,,/lenskart-lk-s-16250-c1-sunglasses.html
Silver Full Rim Rectangle/ Square,1500,1000,SINGLE,Vincent Chase Polarized,Wide,,s16559,VC S16559,141 mm,49-23-145,Silver,/vincent-chase-vc-s16559-c3-sunglasses.html
Silver Rimless Round,5000,4000,SINGLE,John Jacobs,Medium,Frame + Lens,e12340,JJ E12340,134 mm,51-17-140,Silver,/john-jacobs-jj-e12340-c2-eyeglasses.html
Blue Transparent Full Rim Rectangle,3500,2500,SINGLE,John Jacobs,Narrow,Frame + Lens,e14055,JJ E14055,132 mm,51-15-145,Blue Transparent,/john-jacobs-jj-e14055-c2-eyeglasses.html
Transparent Full Rim Geometric,1700,600,TRYUS,Vincent Chase Online,Extra Wide,Frame + Lens,e15010,VC E15010,131 mm,55-19-140,,/vincent-chase-vc-e15010-c3-eyeglasses.html
Brown Full Rim Rectangle/ Square,2000,1500,SINGLE,Vincent Chase Polarized,Medium,,s16342,VC S16342,140 mm,53-16-146,Brown,/vincent-chase-vc-s16342-c1-sunglasses.html
Silver Full Rim Geometric,2000,1500,SINGLE,Vincent Chase,Narrow,,s16527,VC S16527,132 mm,50-21-142,Silver,/vincent-chase-vc-s16527-c1-sunglasses.html
Blue Full Rim Wayfarer,2000,1500,SINGLE,Vincent Chase,Wide,,s16183,VC S16183,145 mm,53-20-145,Blue,/vincent-chase-vc-s16183-c3-sunglasses.html
Black Tortoise Full Rim Rectangle,5000,4000,₹5000,John Jacobs,Wide,Frame + Lens,e16891,JJ E16891,138 mm,51-20-145,,/john-jacobs-jj-e16891-c2-eyeglasses.html
Silver Full Rim Square,5000,2000,TRYUS,John Jacobs,Wide,,s13080,JJ S13080,140 mm,57-17-140,Silver,/john-jacobs-jj-s13080-c3-sunglasses.html
Black Full Rim Geometric,1000,600,SINGLE,Hooper,8-12 yrs,,c3,HP S16592L,127 mm,48-16-134,,/hooper-hp-s16592l-c3-sunglasses.html
White Transparent Full Rim Wayfarer,1000,400,TRYUS,Vincent Chase Online,Wide,,5147,VC S5147/P,143 mm,50-23-153,,/vincent-chase-vc-5147-p-c122-sunglasses.html
Black Full Rim Rectangle,2000,1200,SINGLE,Hooper,5-8 yrs,Frame + Lens,16277,LK E16277,123 mm,47-15-135,,/lenskart-lk-e-16277-c1-eyeglasses.html
Gunmetal Rimless Rectangle,1700,1200,SINGLE,Vincent Chase,Wide,Frame + Lens,e16194,VC E16194,139 mm,55-21-140,,/vincent-chase-vc-e16194-c1-eyeglasses.html
Gold Full Rim Round,1500,1000,SINGLE,Vincent Chase Polarized,Narrow,,s16539,VC S16539,134 mm,51-19-144,Gold,/vincent-chase-vc-s16539-c2-sunglasses.html
Grey Transparent Full Rim Round,3500,2500,SINGLE,John Jacobs,Wide,Frame + Lens,e16617,JJ E16617,141 mm,48-22-140,,/john-jacobs-jj-e16617-c2-eyeglasses.html
Black Full Rim Wayfarer,5000,4000,SINGLE,John Jacobs,Medium,Frame + Lens,e13791,JJ E13791,136 mm,53-17-145,Black,/john-jacobs-jj-e13791-c1-eyeglasses.html
Blue Full Rim Square,6000,5000,SINGLE,John Jacobs,Extra Wide,,s15558,JJ S15558,145 mm,53-20-145,Blue,/john-jacobs-jj-s15558-c3-sunglasses.html
Black Full Rim Aviator,1700,1200,SINGLE,Vincent Chase,Wide,Frame + Lens,e14912,VC E14912,141 mm,51-20-145,,/vincent-chase-vc-e14912-c1-eyeglasses.html
Gunmetal Rimless Aviator,1700,1200,SINGLE,Vincent Chase,Narrow,Frame + Lens,e15840,VC E15840,133 mm,53-14-145,Gunmetal,/vincent-chase-vc-e15840-c2-eyeglasses.html
Brown Full Rim Wayfarer,6000,5000,SINGLE,John Jacobs,Wide,,s15908,JJ S15908,138 mm,50-19-145,Brown,/john-jacobs-jj-s15908-c2-sunglasses.html
Black Gold Full Rim Hexagonal,3500,1400,TRYUS,John Jacobs Online,Medium,Frame + Lens,e13359,JJ E13359,136 mm,50-21-140,Black Gold,/john-jacobs-jj-e13359-c2-eyeglasses.html
Rose Gold Rimless Cat Eye,1700,1200,SINGLE,Vincent Chase,Narrow,Frame + Lens,e15843,VC E15843,133 mm,52-18-145,Rose Gold,/vincent-chase-vc-e15843-c1-eyeglasses.html
Green Transparent Full Rim Rectangle,1700,600,TRYUS,Lenskart Air Online,Medium,Frame + Lens,e14830,LA E14830,135 mm,52-16-143,Green Transparent,/lenskart-air-la-e14830-c3-eyeglasses.html
Grey Full Rim Wayfarer,2000,1500,SINGLE,Hooper,8-12 yrs,,16252,LK S16252,130 mm,47-19-140,,/lenskart-lk-s-16252-c1-sunglasses.html
Black Full Rim Round,1000,600,SINGLE,Hooper,8-12 yrs,,c2,HP S16589M,129 mm,45-17-136,,/hooper-hp-s16589m-c2-sunglasses.html
Transparent Full Rim Round,1700,1200,SINGLE,Vincent Chase,Medium,Frame + Lens,e15380,VC E15380,135 mm,51-18-142,Transparent,/vincent-chase-vc-e15380-c2-eyeglasses.html
Blue Full Rim Cat Eye,1700,1200,SINGLE,Vincent Chase,Narrow,Frame + Lens,e13048,VC E13048,132 mm,49-17-142,Blue,/vincent-chase-vc-e13048-c5-eyeglasses.html
Transparent Full Rim Round,3500,2500,SINGLE,John Jacobs,Medium,Frame + Lens,e11515,JJ E11515,134 mm,49-20-140,Transparent,/john-jacobs-jj-e11515-c6-eyeglasses.html
Blue Full Rim Wayfarer,3500,2500,SINGLE,John Jacobs,Medium,Frame + Lens,e11729,JJ E11729,134 mm,50-18-147,Blue,/john-jacobs-jj-e11729-c4-eyeglasses.html
Light Green Full Rim Round,1700,600,TRYUS,Lenskart Air Online,Medium,Frame + Lens,e15302,LA E15302,136 mm,50-20-145,Light Green,/lenskart-air-la-e15302-c1-eyeglasses.html
Blue Full Rim Rectangle,2000,1200,SINGLE,Hooper,5-8 yrs,Frame + Lens,16264,LK E16264,124 mm,47-15-130,,/lenskart-lk-e-16264-c1-eyeglasses.html
Black Full Rim Round,2000,1200,SINGLE,Hooper,5-8 yrs,Frame + Lens,16269,LK E16269,122 mm,45-16-130,,/lenskart-lk-e-16269-c1-eyeglasses.html
Gunmetal Full Rim Cat Eye,2000,1500,SINGLE,Vincent Chase Polarized,Extra Narrow,,s16468,VC S16468,130 mm,54-15-142,Gunmetal,/vincent-chase-vc-s16468-c1-sunglasses.html
Black Blue Full Rim Rectangle,1700,1200,SINGLE,Vincent Chase,Medium,Frame + Lens,e13445,VC E13445-M,134 mm,52-15-140,Black Blue,/vincent-chase-vc-e13445-m-c1-eyeglasses.html
Black Rimless Rectangle,1700,1200,SINGLE,Vincent Chase,Wide,Frame + Lens,e16196,VC E16196,139 mm,57-18-145,,/vincent-chase-vc-e16196-c1-eyeglasses.html
Silver Black Full Rim Square,5000,4000,SINGLE,John Jacobs,Extra Wide,Frame + Lens,e16638,JJ E16638,150 mm,59-19-140,,/john-jacobs-jj-e16638-c1-eyeglasses.html
Blue Full Rim Rectangle,1700,1200,SINGLE,Lenskart Air,Medium,Frame + Lens,e15875,LA E15875,136 mm,52-17-145,Blue,/lenskart-air-la-e15875-c2-eyeglasses.html
Copper Brown Full Rim Square,1700,1200,SINGLE,Vincent Chase,Medium,Frame + Lens,e14042,VC E14042,137 mm,53-16-143,Copper Brown,/vincent-chase-vc-e14042-c5-eyeglasses.html
Gold Rimless Oval,5000,4000,₹5000,John Jacobs,Medium,Frame + Lens,e16576,JJ E16576,136 mm,54-17-140,,/john-jacobs-jj-e16576-c3-eye.html
Black Full Rim Wayfarer,1000,800,SINGLE,Hooper,5-8 yrs,Frame + Lens,c3,HP E10082,120 mm,46-14-125,,/hooper-hp-e10082-c3-eyeglasses.html
Black Full Rim Wayfarer,6000,5000,SINGLE,John Jacobs,Extra Wide,,s15905,JJ S15905,146 mm,52-20-145,,/john-jacobs-jj-s15905-c1-sunglasses.html
Tortoise Full Rim Wayfarer,6000,5000,₹6000,John Jacobs,Wide,,s16503,JJ S16503,140 mm,53-18-145,Tortoise,/john-jacobs-jj-s16503-c2-sunglasses.html
Black Full Rim Wayfarer,1500,1000,SINGLE,Vincent Chase Polarized,Wide,,vc,VC S12643,143 mm,54-19-140,Black,/vincent-chase-polarized-vc-s12643-c1-sunglasses.html
Silver Black Full Rim Rectangle,5000,4000,SINGLE,John Jacobs,Narrow,Frame + Lens,e14154,JJ E14154,133 mm,52-18-140,Silver Black,/john-jacobs-jj-e14154-c2-eyeglasses.html
Black Full Rim Square,1700,1200,SINGLE,Lenskart STUDIO,Narrow,Frame + Lens,c2,LK E16371,133 mm,49-19-145,Black,/lenskart-lk-e16371-c2-eyeglasses.html
Black Full Rim Square,3500,2500,SINGLE,John Jacobs,Medium,Frame + Lens,e13320,JJ E13320,135 mm,50-17-143,Black,/john-jacobs-jj-e13320-c3-eyeglasses.html
Silver Black Full Rim Wayfarer,6000,5000,SINGLE,John Jacobs,Wide,,s13087,JJ S13087,140 mm,55-17-140,Silver Black,/john-jacobs-jj-s13087-c3-sunglasses.html
Grey Transparent Full Rim Round,2000,1500,SINGLE,Vincent Chase Polarized,Medium,,s16749,VC S16749,138 mm,46-23-142,,/vincent-chase-vc-s16749-c2-sunglasses.html
Matte Black Full Rim Wayfarer,2000,1500,SINGLE,Vincent Chase Polarized,Wide,,s13164,LA S13164,141 mm,53-18-145,,/vincent-chase-vc-s13164-c2-sunglasses.html
Blue Full Rim Rectangle,1700,1200,SINGLE,Vincent Chase,Wide,Frame + Lens,e10502,VC E10502-W,139 mm,50-20-145,Blue,/vincent-chase-vc-e10502-w-c1-eyeglasses.html
Grey Full Rim Round,2000,1200,SINGLE,Hooper,8-12 yrs,Frame + Lens,16270,LK E16270,126 mm,46-20-130,,/lenskart-lk-e-16270-c1-eyeglasses.html
Grey Full Rim Wayfarer,2000,1500,SINGLE,Hooper,8-12 yrs,,16253,LK S16253,130 mm,47-19-140,,/lenskart-lk-s-16253-c1-sunglasses.html
Blue Full Rim Round,1000,600,SINGLE,Hooper,8-12 yrs,,c1,HP S16589M,129 mm,45-17-136,,/hooper-hp-s16589m-c1-sunglasses.html
Blue Full Rim Square,1700,1200,SINGLE,Vincent Chase,Wide,Frame + Lens,e12422,VC E12422,138 mm,57-13-145,Blue,/vincent-chase-vc-e12422-c7-eyeglasses.html
Gold Full Rim Aviator,6000,5000,SINGLE,John Jacobs,Medium,,s12474,JJ S12474,137 mm,55-14-143,Gold,/john-jacobs-jj-s12474-full-rim-c11-sunglasses.html
Gold Rimless Rectangle,5000,4000,SINGLE,John Jacobs,Narrow,Frame + Lens,e15826,JJ E15826,133 mm,54-17-140,Gold,/john-jacobs-jj-e15826-c1-eyeglasses.html
Silver Full Rim Rectangle/ Square,2000,1500,SINGLE,Vincent Chase Polarized,Narrow,,s13118,VC S13118-N,135 mm,54-13-145,,/vincent-chase-vc-s13118-n-c1-sunglasses.html
Plum Half Rim Cat Eye,1700,1200,SINGLE,Vincent Chase,Narrow,Frame + Lens,e16653,VC E16653,132 mm,52-17-145,,/vincent-chase-vc-e16653-c1-eyeglasses.html
Grey Full Rim Wayfarer,1000,600,SINGLE,Hooper,8-12 yrs,,c2,HP S14908L,128 mm,52-14-123,,/hooper-hp-s14908l-c2-sunglasses.html
Silver Full Rim Square,3500,2500,SINGLE,John Jacobs,Medium,Frame + Lens,e13561,JJ E13561,137 mm,54-16-143,Silver,/john-jacobs-jj-e13561-c6-eyeglasses.html
Black Full Rim Rectangle/ Square,2000,1500,SINGLE,Vincent Chase Polarized,Narrow,,s15522,VC S15522,135 mm,53-17-145,Black,/vincent-chase-vc-s15522-c4-sunglasses.html
Black Full Rim Square,1700,1200,SINGLE,Lenskart Air,Wide,Frame + Lens,e15389,LA E15389,138 mm,54-16-145,Black,/lenskart-air-la-e15389-c3-eyeglasses.html
Blue Half Rim Rectangle,5000,4000,SINGLE,John Jacobs,Extra Wide,Frame + Lens,e16354,JJ E16354,145 mm,59-17-145,Blue,/john-jacobs-jj-e16354-c1-eyeglasses.html
Gunmetal Full Rim Aviator,5000,4000,SINGLE,John Jacobs,Medium,,s12474,JJ S12474,137 mm,55-14-143,Gunmetal,/john-jacobs-jj-s12474-c4-sunglasses.html
Brown Full Rim Cat Eye,2000,1500,SINGLE,Vincent Chase Polarized,Narrow,,s16403,VC S16403,135 mm,53-17-145,,/vincent-chase-vc-s16403-c1-sunglasses.html
Gold Full Rim Aviator,1700,1200,SINGLE,Vincent Chase,Medium,Frame + Lens,e13046,VC E13046-M,134 mm,53-16-145,Gold,/vincent-chase-vc-e13046-m-c6-eyeglasses.html
Pink Transparent Full Rim Square,1700,600,TRYUS,Lenskart Air Online,Extra Wide,Frame + Lens,e14837,LA E14837,142 mm,54-17-145,Pink Transparent,/lenskart-air-la-e14837-c3-eyeglasses.html
Black Full Rim Square,1700,1200,SINGLE,Lenskart Air,Wide,Frame + Lens,e13069/w,LA E13069-W,140 mm,56-16-145,Black,/lenskart-air-la-e13069/w-c1-eyeglasses.html
Gold Maroon Half Rim Cat Eye,1700,1200,SINGLE,Vincent Chase,Wide,Frame + Lens,e13393,VC E13393-W,140 mm,56-17-140,Gold Maroon,/vincent-chase-vc-e13393-w-c1-eyeglasses.html
Blue Full Rim Wayfarer,2000,1500,SINGLE,Vincent Chase,Wide,,s16182,VC S16182,145 mm,54-18-145,Blue,/vincent-chase-vc-s16182-c1-sunglasses.html
Black Full Rim Round,3500,2500,₹3500,John Jacobs,Medium,Frame + Lens,e13097,JJ E13097,135 mm,51-19-145,Black,/john-jacobs-jj-e13097-c1-eyeglasses.html
Transparent Full Rim Rectangle,1700,600,TRYUS,Lenskart Air Online,Wide,Frame + Lens,e14923,LA E14923,139 mm,54-15-142,Transparent,/lenskart-air-la-e14923-c1-eyeglasses.html
Silver Black Full Rim Round,2000,1500,SINGLE,Vincent Chase Polarized,Medium,,s15765,VC S15765,137 mm,48-20-147,Silver Black,/vincent-chase-vc-s15765-c2-sunglasses.html
Purple Green Transparent Full Rim Cat Eye,5000,4000,SINGLE,John Jacobs,Medium,Frame + Lens,e13583,JJ E13583,135 mm,50-19-145,Purple Green Transparent,/john-jacobs-jj-e13583-c2-full-rim-eyeglasses.html
Gold Full Rim Cat Eye,2000,1500,SINGLE,Vincent Chase,Narrow,,s16530,VC S16530,132 mm,50-19-142,Gold,/vincent-chase-vc-s16530-c1-sunglasses.html
Blue Block Screen Glasses: Gold Tortoise Gold Black Full Rim Square Lenskart BLU LB E13529-C3,2000,900,TRYUS,Lenskart Blu,Medium,,e13529,LB E13529,136 mm,49-22-147,Golden Tortoise,/vincent-chase-vc-e13529-c3-eyeglasses.html
Black Rimless Rectangle,1700,1200,SINGLE,Lenskart Air,Medium,Frame + Lens,e16177,LA E16177,137 mm,55-16-150,Black,/lenskart-air-la-e16177-c2-eyeglasses.html
Green Full Rim Rectangle,5000,4000,SINGLE,John Jacobs,Medium,,s16636,JJ S16636,137 mm,52-18-145,Green,/john-jacobs-jj-s16636-c2-sunglasses.html
Blue Block Phone Computer Glasses: Flamingo Full Rim Wayfarer Lenskart HUSTLR LB E14058-W C50,1700,,TRYUS,Lenskart Hustlr,Medium,,w,LB E14058-W,139 mm,50-20-150,,/lenskart-lb-e14058-w-c50-eyeglasses.html
Grey Tortoise Full Rim Square,3500,2500,SINGLE,John Jacobs,Medium,Frame + Lens,e13320,JJ E13320,135 mm,50-17-143,Grey Tortoise,/john-jacobs-jj-e13320-c1-eyeglasses.html
Rose Gold Full Rim Cat Eye,5000,4000,SINGLE,John Jacobs,Medium,Frame + Lens,e12735,JJ E12735,138 mm,52-18-140,Rose Gold,/john-jacobs-jj-e12735-c4-eyeglasses.html
Black Tortoise Full Rim Wayfarer,1500,600,TRYUS,Vincent Chase Online,Wide,,s15425,VC S15425,143 mm,54-21-156,Black Tortoise,/vincent-chase-vc-s15425-c1-sunglasses.html
Black Half Rim Aviator,1700,600,TRYUS,Lenskart Air Online,Narrow,Frame + Lens,e14641,LA E14641,132 mm,50-20-145,Black,/lenskart-air-la-e14641-c2-eyeglasses.html
Silver Black Full Rim Round,3500,2500,SINGLE,John Jacobs,Medium,Frame + Lens,e11546,JJ E11546,135 mm,49-20-145,Silver Black,/john-jacobs-jj-e11546-c11-eyeglasses.html
Purple Full Rim Square,1700,1200,SINGLE,Lenskart Air,Medium,Frame + Lens,e16169,LA E16169,136 mm,52-17-145,,/lenskart-air-la-e16169-c1-eyeglasses.html
Gunmetal Half Rim Rectangle,5000,4000,SINGLE,John Jacobs,Extra Wide,Frame + Lens,e16353,JJ E16353,150 mm,57-19-145,Gunmetal,/john-jacobs-jj-e16353-c2-eyeglasses.html
Gunmetal Rimless Rectangle,6000,5000,SINGLE,John Jacobs,Wide,Frame + Lens,e16451,JJ E16451,140 mm,54-21-145,Gunmetal,/john-jacobs-jj-e16451-c1-eyeglasses.html
Gold Black Full Rim Round,1700,600,TRYUS,Vincent Chase Online,Wide,Frame + Lens,e14966,VC E14966,139 mm,51-20-150,Gold Black,/vincent-chase-vc-e14966-c1-eyeglasses.html
Gold Black Full Rim Round,2000,1500,SINGLE,Vincent Chase Polarized,Narrow,,s15766,VC S15766,135 mm,44-21-147,Gold Black,/vincent-chase-vc-s15766-c1-sunglasses.html
Black Full Rim Aviator,2000,1500,SINGLE,Vincent Chase,Narrow,,s16526,VC S16526,132 mm,53-14-142,Black,/vincent-chase-vc-s16526-c2-sunglasses.html
Blue Full Rim Wayfarer,1000,600,SINGLE,Hooper,8-12 yrs,,c2,HP S16590M,126 mm,48-16-132,,/hooper-hp-s16590m-c2-sunglasses.html
Grey Full Rim Wayfarer,2000,1500,SINGLE,Vincent Chase Polarized,Wide,,s16753,VC S16753,141 mm,54-18-147,Grey,/vincent-chase-vc-s16753-c1-sunglasses.html
